Date,High,Low,Open,Close,Volume,Adj Close
2020-07-20,314.989990234375,301.9200134277344,301.9200134277344,311.9599914550781,5279400.0,310.4678955078125
2020-07-21,314.04998779296875,306.29998779296875,313.0,307.6000061035156,3563200.0,306.1287536621094
2020-07-22,313.57000732421875,308.1300048828125,308.1300048828125,313.3699951171875,3303100.0,311.87115478515625
2020-07-23,317.239990234375,308.7200012207031,313.54998779296875,309.8999938964844,3118500.0,308.4177551269531
2020-07-24,310.7300109863281,304.5400085449219,306.4800109863281,306.9200134277344,2500300.0,305.4520568847656
2020-07-27,310.0,306.0199890136719,307.05999755859375,308.8599853515625,2311600.0,307.3827209472656
2020-07-28,310.20001220703125,306.0299987792969,308.5,306.3299865722656,2116300.0,304.86480712890625
2020-07-29,311.6600036621094,304.1199951171875,304.5,309.29998779296875,3542400.0,307.82061767578125
2020-07-30,312.82000732421875,303.0400085449219,304.0,309.0,3941600.0,307.5220642089844
2020-07-31,310.0899963378906,305.6099853515625,310.0,308.5299987792969,4684400.0,307.0543518066406
2020-08-03,313.5,309.29998779296875,311.0,312.5899963378906,3907800.0,311.0948486328125
2020-08-04,315.69000244140625,311.1000061035156,312.5,314.3900146484375,3409200.0,312.8863220214844
2020-08-05,329.67999267578125,315.8699951171875,316.3699951171875,328.0,5799100.0,326.4311828613281
2020-08-06,331.2200012207031,325.8999938964844,327.3999938964844,330.1400146484375,4839800.0,328.5609436035156
2020-08-07,328.3299865722656,323.92999267578125,328.0,328.0199890136719,3662500.0,326.4510498046875
2020-08-10,329.739990234375,321.8599853515625,327.19000244140625,322.8800048828125,3752100.0,321.3357238769531
2020-08-11,334.54998779296875,323.5799865722656,325.0,328.5400085449219,5273300.0,326.9686279296875
2020-08-12,331.3999938964844,326.20001220703125,328.6600036621094,327.6300048828125,3126700.0,326.06292724609375
2020-08-13,329.8299865722656,325.6199951171875,325.92999267578125,326.19000244140625,2526700.0,324.62982177734375
2020-08-14,327.6400146484375,324.80999755859375,325.6700134277344,326.79998779296875,1444900.0,325.2369384765625
2020-08-17,331.2300109863281,326.67999267578125,327.0,330.2300109863281,2904100.0,328.6505432128906
2020-08-18,331.3999938964844,326.3500061035156,330.20001220703125,331.0,3021700.0,329.4168395996094
2020-08-19,334.4599914550781,330.0,330.0400085449219,332.3999938964844,3421000.0,330.8101501464844
2020-08-20,338.0,330.19000244140625,330.19000244140625,337.32000732421875,2966000.0,335.70660400390625
2020-08-21,338.79998779296875,335.9700012207031,338.0,337.1000061035156,2680900.0,335.4876708984375
2020-08-24,343.8299865722656,338.75,339.3599853515625,343.6400146484375,2753900.0,341.9963684082031
2020-08-25,348.4599914550781,343.3299865722656,344.7099914550781,347.6600036621094,2862700.0,345.9971923828125
2020-08-26,352.2900085449219,345.5,348.0,351.0199890136719,3512000.0,349.341064453125
2020-08-27,358.0,350.5799865722656,351.7300109863281,356.0,3811700.0,354.29730224609375
2020-08-28,367.25,356.1600036621094,357.4800109863281,366.1199951171875,3544700.0,364.368896484375
2020-08-31,366.6300048828125,357.69000244140625,366.6300048828125,358.19000244140625,3948200.0,356.476806640625
2020-09-01,359.44000244140625,353.55999755859375,357.7099914550781,356.8999938964844,4412200.0,355.1929626464844
2020-09-02,361.6000061035156,356.2799987792969,357.3900146484375,360.70001220703125,4127200.0,358.9748229980469
2020-09-03,358.94000244140625,341.260009765625,358.4700012207031,343.8399963378906,6297400.0,342.1954345703125
2020-09-04,346.989990234375,326.54998779296875,343.0,335.010009765625,6571200.0,333.40765380859375
2020-09-08,335.7099914550781,326.8999938964844,328.760009765625,329.8800048828125,4425700.0,328.30218505859375
2020-09-09,342.760009765625,332.3699951171875,337.3900146484375,339.6400146484375,3344900.0,338.0155334472656
2020-09-10,345.1300048828125,331.1400146484375,342.5,332.8800048828125,2845900.0,331.2878723144531
2020-09-11,334.7099914550781,327.30999755859375,334.7099914550781,330.1499938964844,2920400.0,328.5709228515625
2020-09-14,340.0,334.0199890136719,334.9700012207031,338.6000061035156,3416100.0,336.9804992675781
2020-09-15,343.92999267578125,338.5299987792969,342.739990234375,339.1400146484375,2396400.0,337.5179138183594
2020-09-16,346.0400085449219,339.7900085449219,341.2799987792969,341.8500061035156,3049000.0,340.2149353027344
2020-09-17,343.7200012207031,336.0,337.1400146484375,339.42999267578125,3713000.0,337.8065185546875
2020-09-18,341.1400146484375,333.3699951171875,338.2099914550781,335.260009765625,4006000.0,333.6564636230469
2020-09-21,331.6700134277344,320.80999755859375,329.4700012207031,327.8500061035156,4466000.0,326.28192138671875
2020-09-22,336.0299987792969,325.1099853515625,329.510009765625,335.30999755859375,3375300.0,333.70623779296875
2020-09-23,335.1700134277344,323.4700012207031,334.8399963378906,324.5299987792969,2893900.0,322.977783203125
2020-09-24,330.7799987792969,321.17999267578125,323.20001220703125,328.2099914550781,3706300.0,326.6401672363281
2020-09-25,333.4800109863281,322.1000061035156,325.6499938964844,331.7799987792969,3077500.0,330.193115234375
2020-09-28,340.57000732421875,335.80999755859375,336.6099853515625,338.3900146484375,3122500.0,336.7715148925781
2020-09-29,340.7200012207031,335.82000732421875,338.3900146484375,336.2300109863281,2679500.0,334.6218566894531
2020-09-30,343.6499938964844,336.4200134277344,336.70001220703125,338.1700134277344,3285200.0,336.55255126953125
2020-10-01,346.70001220703125,340.2799987792969,342.239990234375,343.3699951171875,2503600.0,341.7276611328125
2020-10-02,342.6099853515625,336.010009765625,338.2699890136719,338.8299865722656,2184600.0,337.2093811035156
2020-10-05,343.25,338.9700012207031,341.67999267578125,343.25,2081600.0,341.6082458496094
2020-10-06,346.3599853515625,336.2200012207031,342.05999755859375,337.42999267578125,2553400.0,335.81610107421875
2020-10-07,344.6499938964844,340.3399963378906,341.7799987792969,343.8999938964844,3068200.0,342.255126953125
2020-10-08,347.69000244140625,344.239990234375,345.010009765625,345.1499938964844,1991800.0,343.8991394042969
2020-10-09,353.3599853515625,347.0,347.989990234375,352.3900146484375,3116500.0,351.1129455566406
2020-10-12,355.0,350.82000732421875,355.0,352.0400085449219,2942900.0,350.7641906738281
2020-10-13,351.5,345.0199890136719,351.42999267578125,345.8399963378906,2523800.0,344.586669921875
2020-10-14,347.19000244140625,341.19000244140625,345.760009765625,342.70001220703125,2234300.0,341.4580383300781
2020-10-15,339.6099853515625,332.82000732421875,338.29998779296875,338.57000732421875,3727300.0,337.343017578125
2020-10-16,344.9800109863281,339.2300109863281,340.0,339.3999938964844,3324600.0,338.16998291015625
2020-10-19,341.29998779296875,330.42999267578125,340.1199951171875,331.6700134277344,2937600.0,330.468017578125
2020-10-20,336.79998779296875,331.67999267578125,333.0400085449219,331.7200012207031,2677800.0,330.5178527832031
2020-10-21,336.32000732421875,331.29998779296875,332.489990234375,333.4200134277344,2725300.0,332.211669921875
2020-10-22,335.3800048828125,329.25,333.3699951171875,333.6000061035156,2256000.0,332.3910217285156
2020-10-23,335.69000244140625,328.30999755859375,335.69000244140625,329.6099853515625,2945400.0,328.41546630859375
2020-10-26,327.239990234375,314.2300109863281,326.4100036621094,318.05999755859375,5173300.0,316.9073181152344
2020-10-27,319.55999755859375,312.3599853515625,318.8999938964844,317.1099853515625,4314900.0,315.96075439453125
2020-10-28,302.0,288.6000061035156,301.69000244140625,291.3800048828125,11518200.0,290.32403564453125
2020-10-29,295.29998779296875,287.54998779296875,293.20001220703125,293.17999267578125,9582300.0,292.1175231933594
2020-10-30,291.8500061035156,281.20001220703125,289.8500061035156,288.6400146484375,6892800.0,287.593994140625
2020-11-02,294.8399963378906,288.1199951171875,294.239990234375,289.9700012207031,5094900.0,288.91912841796875
2020-11-03,300.3399963378906,291.7799987792969,294.45001220703125,295.3900146484375,4097700.0,294.31951904296875
2020-11-04,312.7200012207031,302.239990234375,305.0899963378906,307.20001220703125,4790100.0,306.0867004394531
2020-11-05,319.3500061035156,313.5799865722656,315.1400146484375,316.5299987792969,3794400.0,315.38287353515625
2020-11-06,316.489990234375,310.0899963378906,315.9800109863281,313.6400146484375,2978500.0,312.5033874511719
2020-11-09,357.0,340.8999938964844,346.9200134277344,344.55999755859375,10933700.0,343.311279296875
2020-11-10,345.8599853515625,333.44000244140625,339.989990234375,334.7799987792969,5330400.0,333.5667419433594
2020-11-11,337.70001220703125,331.07000732421875,337.4100036621094,332.3900146484375,2969900.0,331.1854248046875
2020-11-12,333.0899963378906,326.29998779296875,329.05999755859375,328.2900085449219,3207700.0,327.10028076171875
2020-11-13,336.1099853515625,327.3399963378906,330.29998779296875,335.0299987792969,2393700.0,333.8158264160156
2020-11-16,342.6499938964844,333.1700134277344,341.79998779296875,335.45001220703125,3312800.0,334.23431396484375
2020-11-17,337.7699890136719,330.7200012207031,333.1700134277344,336.5,3412700.0,335.280517578125
2020-11-18,340.95001220703125,334.8599853515625,336.5299987792969,335.94000244140625,3203400.0,334.7225341796875
2020-11-19,339.1600036621094,331.4200134277344,335.489990234375,333.8800048828125,2718700.0,332.66998291015625
2020-11-20,335.1600036621094,323.0,334.7799987792969,323.0,4142400.0,321.8294372558594
2020-11-23,333.20001220703125,324.3699951171875,326.2099914550781,332.0400085449219,3219000.0,330.8367004394531
2020-11-24,344.1099853515625,334.1199951171875,336.9100036621094,342.3900146484375,3529700.0,341.149169921875
2020-11-25,343.7099914550781,339.3399963378906,343.7099914550781,341.32000732421875,2535200.0,340.08306884765625
2020-11-27,342.8800048828125,337.6099853515625,342.8299865722656,339.07000732421875,1402300.0,337.8411865234375
2020-11-30,338.04998779296875,330.17999267578125,337.6600036621094,336.510009765625,4276200.0,335.29046630859375
2020-12-01,342.6300048828125,337.6199951171875,339.6700134277344,338.8800048828125,4210400.0,337.6518859863281
2020-12-02,340.239990234375,334.0,336.7799987792969,340.2200012207031,2972100.0,338.9870300292969
2020-12-03,342.32000732421875,334.1199951171875,338.55999755859375,335.1400146484375,3080300.0,333.9254455566406
2020-12-04,344.3500061035156,335.79998779296875,336.9200134277344,344.3500061035156,4323600.0,343.10205078125
2020-12-07,347.989990234375,340.04998779296875,343.3599853515625,340.9599914550781,2389800.0,339.7243347167969
2020-12-08,342.8299865722656,336.70001220703125,338.2799987792969,340.7900085449219,2224600.0,339.5549621582031
2020-12-09,341.7099914550781,334.69000244140625,340.4100036621094,336.8500061035156,2962600.0,335.6292419433594
2020-12-10,335.5400085449219,331.19000244140625,334.6499938964844,331.5199890136719,3506800.0,330.31854248046875
2020-12-11,331.57000732421875,325.5299987792969,327.0899963378906,327.4200134277344,4179400.0,326.2334289550781
2020-12-14,338.75,327.5899963378906,329.0,331.1499938964844,3552400.0,329.9498596191406
2020-12-15,335.2200012207031,327.6199951171875,333.1600036621094,333.6499938964844,3106700.0,332.4408264160156
2020-12-16,334.0,329.25,333.9599914550781,332.1000061035156,3393300.0,330.8964538574219
2020-12-17,338.3299865722656,333.3999938964844,334.5400085449219,336.8999938964844,2725500.0,335.6790466308594
2020-12-18,341.6000061035156,334.3500061035156,336.510009765625,340.3299865722656,8443700.0,339.09661865234375
2020-12-21,336.1499938964844,327.239990234375,333.2099914550781,334.3699951171875,3642500.0,333.158203125
2020-12-22,335.2200012207031,331.6000061035156,334.1600036621094,332.239990234375,2403100.0,331.03594970703125
2020-12-23,335.2099914550781,329.0299987792969,334.1300048828125,329.2300109863281,2760600.0,328.0368347167969
2020-12-24,336.3699951171875,330.3500061035156,330.6499938964844,336.0,1308900.0,334.7823181152344
2020-12-28,345.5899963378906,336.8699951171875,337.8599853515625,344.4700012207031,3449100.0,343.2216491699219
2020-12-29,348.75,344.760009765625,347.7799987792969,346.6600036621094,2822700.0,345.4036865234375
2020-12-30,357.82000732421875,347.2099914550781,348.67999267578125,355.54998779296875,4200600.0,354.2614440917969
2020-12-31,359.4100036621094,353.25,355.0299987792969,356.94000244140625,2881700.0,355.64642333984375
2021-01-04,358.1300048828125,347.3599853515625,358.0,351.489990234375,4638400.0,350.2161865234375
2021-01-05,353.0,345.44000244140625,348.79998779296875,347.4200134277344,2990700.0,346.1609191894531
2021-01-06,354.0299987792969,344.55999755859375,350.4200134277344,347.54998779296875,3966800.0,346.2904357910156
2021-01-07,352.3699951171875,348.3800048828125,348.95001220703125,349.8599853515625,3100200.0,349.0339660644531
2021-01-08,354.9800109863281,349.489990234375,351.3599853515625,353.8500061035156,3371500.0,353.0145568847656
2021-01-11,353.4200134277344,347.7900085449219,352.1099853515625,348.20001220703125,2403500.0,347.3778991699219
2021-01-12,348.0,336.0299987792969,347.0799865722656,342.9200134277344,4858100.0,342.1103515625
2021-01-13,349.760009765625,344.2300109863281,349.6099853515625,346.3299865722656,4125700.0,345.5122985839844
2021-01-14,349.5799865722656,326.69000244140625,348.69000244140625,326.92999267578125,8712200.0,326.1581115722656
2021-01-15,329.69000244140625,321.8800048828125,327.5400085449219,323.260009765625,7911500.0,322.4967956542969
2021-01-19,329.1300048828125,324.6600036621094,326.989990234375,325.94000244140625,4625200.0,325.1704406738281
2021-01-20,337.92999267578125,329.1300048828125,329.989990234375,334.9100036621094,5081000.0,334.1192626953125
2021-01-21,336.8599853515625,331.75,334.4100036621094,334.44000244140625,3487300.0,333.6503601074219
2021-01-22,335.1499938964844,328.9100036621094,330.3900146484375,328.989990234375,3846600.0,328.2132568359375
2021-01-25,329.95001220703125,317.2300109863281,327.510009765625,329.19000244140625,6257700.0,328.41278076171875
2021-01-26,330.5400085449219,325.82000732421875,330.0,327.70001220703125,3503100.0,326.9263000488281
2021-01-27,323.0,313.1199951171875,320.3599853515625,315.489990234375,7449400.0,314.7451171875
2021-01-28,329.0,321.9800109863281,327.0899963378906,324.2799987792969,6906400.0,323.51434326171875
2021-01-29,325.67999267578125,312.3800048828125,323.79998779296875,316.2900085449219,7627200.0,315.543212890625
2021-02-01,323.5199890136719,317.5799865722656,320.9100036621094,321.55999755859375,4930700.0,320.80078125
2021-02-02,336.1600036621094,323.45001220703125,323.45001220703125,334.3699951171875,5686000.0,333.5805358886719
2021-02-03,336.0,331.07000732421875,333.8399963378906,332.82000732421875,4036800.0,332.0342102050781
2021-02-04,343.25,335.05999755859375,335.3699951171875,340.8299865722656,4537500.0,340.0252685546875
2021-02-05,344.3299865722656,337.3900146484375,342.5199890136719,338.75,2964800.0,337.9501953125
2021-02-08,341.489990234375,335.5299987792969,340.0,337.0299987792969,2652800.0,336.2342834472656
2021-02-09,336.2200012207031,330.0,335.95001220703125,333.44000244140625,2993300.0,332.6527404785156
2021-02-10,335.4700012207031,332.25,335.0,334.2099914550781,4246300.0,333.4208984375
2021-02-11,349.5899963378906,340.25,345.5,342.8699951171875,5110800.0,342.0604553222656
2021-02-12,343.1199951171875,336.70001220703125,341.3299865722656,341.0,3025100.0,340.1949157714844
2021-02-16,344.0,338.07000732421875,343.20001220703125,341.2099914550781,2916900.0,340.40435791015625
2021-02-17,340.3800048828125,335.8399963378906,339.0400085449219,337.3299865722656,2267000.0,336.5335388183594
2021-02-18,339.95001220703125,332.8399963378906,334.489990234375,338.4599914550781,2393700.0,337.6608581542969
2021-02-19,339.0,331.0,338.44000244140625,333.1700134277344,4095800.0,332.38336181640625
2021-02-22,344.1199951171875,328.7699890136719,330.0,340.6600036621094,4940300.0,339.855712890625
2021-02-23,354.2799987792969,338.4100036621094,340.6499938964844,350.4200134277344,6326600.0,349.5926513671875
2021-02-24,368.7900085449219,350.57000732421875,352.8699951171875,367.32000732421875,7467400.0,366.4527587890625
